"Issue Key"|"Summary"|"Author"|"Created"|"Field Type"|"Field"|"From"|"From String"|"To"|"To String"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Sebastián Alfonso Aguilar"|"2024-09-02T11:44:55.347-0500"|"custom"|"Tipología de casos"|""|""|"10619"|"REQUERIMIENTO"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:36:48.803-0500"|"custom"|"Temática de incidencia"|"10588"|"DDP - INVESTIGACION"|"10613"|"DDP - PROFESORES_360"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"jeison.guarin"|"2024-08-01T10:48:25.736-0500"|"custom"|"Fase del modelo impactado"|"10594"|"Fase 2"|"10593"|"Fase 1"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"jeison.guarin"|"2024-08-01T10:48:12.769-0500"|"custom"|"Fase del modelo impactado"|"10593"|"Fase 1"|"10594"|"Fase 2"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"jeison.guarin"|"2024-08-01T10:48:06.102-0500"|"custom"|"Fase del modelo impactado"|""|""|"10593"|"Fase 1"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Sebastián Alfonso Aguilar"|"2024-06-24T12:35:09.105-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Sebastián Alfonso Aguilar"|"2024-06-24T12:35:09.105-0500"|"jira"|"status"|"10436"|"TESTING"|"10722"|"Finalizados hasta implementación F4"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Sebastián Alfonso Aguilar"|"2024-06-24T11:06:54.339-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:39:52.513-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:39:04.111-0500"|"custom"|"Tipo de incidencia"|""|""|"10591"|"Estructural"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:39:02.577-0500"|"custom"|"Temática de incidencia"|""|""|"10588"|"DDP - INVESTIGACION"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:38:55.977-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:38:53.768-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Automation for Jira"|"2024-06-06T09:38:49.780-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:38:48.373-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:38:42.610-0500"|"jira"|"description"|""|""|""|"# Dentro de las categorías tenemos valores que NO corresponden  tanto en la [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx] como en el SQL, ya que dentro del SQL me aparece la CATEGRRIA D y dentro de [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx] NO esta

 

Como se visualiza en la [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx]

!image-20240606-143835.png|width=58.333333333333336%,alt=""image-20240606-143835.png""!



Como se muestra dentro de la tabla *DIM_GRUPO_INVESTIGACION:*

!image-20240606-143823.png|width=41.66666666666667%,alt=""image-20240606-143823.png""!"
"PAFI3-434"|"PROFESOR_360 -  PROFESOR_360 - Dentro de las categorías tenemos valores que NO corresponden  tanto en la ANALITICA como en el SQL"|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:37:58.601-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Sebastián Alfonso Aguilar"|"2024-09-02T12:00:40.311-0500"|"custom"|"Tipología de casos"|""|""|"10619"|"REQUERIMIENTO"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:36:35.208-0500"|"custom"|"Temática de incidencia"|"10588"|"DDP - INVESTIGACION"|"10613"|"DDP - PROFESORES_360"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"jeison.guarin"|"2024-08-01T10:45:32.121-0500"|"custom"|"Fase del modelo impactado"|""|""|"10593"|"Fase 1"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Sebastián Alfonso Aguilar"|"2024-06-24T12:35:10.634-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Sebastián Alfonso Aguilar"|"2024-06-24T12:35:10.634-0500"|"jira"|"status"|"10436"|"TESTING"|"10722"|"Finalizados hasta implementación F4"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Sebastián Alfonso Aguilar"|"2024-06-24T11:15:05.750-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Sebastián Alfonso Aguilar"|"2024-06-24T11:15:03.275-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Sebastián Alfonso Aguilar"|"2024-06-24T10:40:21.632-0500"|"custom"|"Tipo de incidencia"|""|""|"10591"|"Estructural"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Sebastián Alfonso Aguilar"|"2024-06-24T10:40:19.887-0500"|"custom"|"Temática de incidencia"|""|""|"10588"|"DDP - INVESTIGACION"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:36:57.329-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:36:54.234-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Automation for Jira"|"2024-06-06T09:36:50.343-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:36:49.041-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:36:42.666-0500"|"jira"|"description"|""|""|""|"La unidad académica aparece en 1 pero dentro de la  [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx] aparecen diferentes unidades académicas como se muestra a continuación:

Como se visualiza en la [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx]

!image-20240606-143620.png|width=58.333333333333336%,alt=""image-20240606-143620.png""!



 

Al consultar las siguientes tablas no encontramos de donde extraen la UNIDAD ACADEMICA

·        DWH.FCT_PROYECTO_INVESTIGACION

·        DWH.DIM_PROYECTO

·        DWH.DIM_GRUPO_INVESTIGACION

·        FCT_PROY_INVESTIGACION_PRE

Adicionalmente nos contactamos con Laura Salgado en una reunión que tuvimos el día de ayer 05/06/2024, donde ella nos explicó que utiliza sus propias bases de datos para extraer la unidad académica y no se cuenta actualmente en Data Warehouse pero aquella información de la Unidad Académica se encuentra en OLIS, inflamación que se está utilizado en el MDP como se muestra a contención:  

!image-20240606-143603.png|width=66.66666666666666%,alt=""image-20240606-143603.png""!

 

Solicitamos su colaboración para traer dicha información"
"PAFI3-433"|"PROFESOR_360 - La unidad académica aparece en 1 pero dentro de la  ANALITICA aparecen diferentes unidades académicas "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:35:23.057-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Sebastián Alfonso Aguilar"|"2024-09-02T11:56:07.497-0500"|"custom"|"Tipología de casos"|""|""|"10619"|"REQUERIMIENTO"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:36:14.386-0500"|"custom"|"Temática de incidencia"|"10588"|"DDP - INVESTIGACION"|"10613"|"DDP - PROFESORES_360"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"jeison.guarin"|"2024-08-01T10:44:35.647-0500"|"custom"|"Fase del modelo impactado"|""|""|"10593"|"Fase 1"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Sebastián Alfonso Aguilar"|"2024-06-24T12:35:12.325-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Sebastián Alfonso Aguilar"|"2024-06-24T12:35:12.325-0500"|"jira"|"status"|"10436"|"TESTING"|"10722"|"Finalizados hasta implementación F4"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Sebastián Alfonso Aguilar"|"2024-06-24T11:06:56.471-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Sebastián Alfonso Aguilar"|"2024-06-24T10:43:44.017-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Sebastián Alfonso Aguilar"|"2024-06-24T10:43:05.236-0500"|"custom"|"Tipo de incidencia"|""|""|"10591"|"Estructural"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Sebastián Alfonso Aguilar"|"2024-06-24T10:42:51.987-0500"|"custom"|"Temática de incidencia"|""|""|"10588"|"DDP - INVESTIGACION"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:31:10.950-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:31:08.535-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Automation for Jira"|"2024-06-06T09:31:04.673-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:31:03.063-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:30:54.553-0500"|"jira"|"description"|""|""|""|"En la tabla *DIM_GRUPO_INVESTIGACION* en *PRO* Tenemos más grupos de investigación *ACTIVOS* excluyendo los *SEMILLEROS,* de los que se presenta en la [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx]. 

Dentro de la ANALICA se visualizan *52* Grupos de Investigación y en la tabla *DIM_GRUPO_INVESTIGACION* contando solo los *ACTIVOS* y excluyendo los *SEMILLEROS* nos muestra *72,* de los cueles se puede evidenciar *NO* aparecen los siguientes GRUPOS dentro de [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx] pero que si están en la tabla *DIM_GRUPO_INVESTIGACION:*

·        ADMINISTRACION DE PROYECTOS PROGRAMAS DE DOCTORADO, MAESTRIA Y ESPECIALIZACIONES MEDICO QUIRURGICA

·        CI   CENTRO DE INVESTIGACIÓN RESEARCH CENTER FOR DIGITAL TECHNOLOGY &  SOCIETY

Como se muestra los grupos de investigación dentro de la [ANALITICA|https://portalservicios.unisabana.edu.co/cius/Paginas/Anal%C3%ADtica_Investigaci%C3%B3n.aspx]

!image-20240606-142951.png|width=50%,alt=""image-20240606-142951.png""!



 

Como se muestra dentro de la tabla *DIM_GRUPO_INVESTIGACION:*

!image-20240606-142941.png|width=50%,alt=""image-20240606-142941.png""!"
"PAFI3-432"|"PROFESOR_360 - En la tabla DIM_GRUPO_INVESTIGACION en PRO Tenemos más grupos de investigación de los que se ven en la ANALITICA ya publicada "|"Colaborador Desarrollo Profesoral"|"2024-06-06T09:28:31.515-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Sebastián Alfonso Aguilar"|"2024-09-02T12:20:21.659-0500"|"custom"|"Tipología de casos"|""|""|"10618"|"INCIDENTE"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:35:53.191-0500"|"custom"|"Temática de incidencia"|""|""|"10613"|"DDP - PROFESORES_360"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"jeison.guarin"|"2024-08-01T10:39:20.333-0500"|"custom"|"Fase del modelo impactado"|""|""|"10593"|"Fase 1"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"jeison.guarin"|"2024-08-01T10:36:02.179-0500"|"custom"|"Tipo de incidencia"|""|""|"10592"|"Errores en fuente de datos"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-07-18T15:51:31.207-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Automation for Jira"|"2024-07-18T15:51:24.469-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-07-18T15:51:22.899-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-07-18T15:51:18.925-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-07-15T17:31:58.777-0500"|"jira"|"description"|""|"Estimados,

Haciendo revisión de los valores/números que sale como calificación en la columna de STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICAICON estos no coinciden con lo valores en siga. Sería aclaratorio que por favor nos informaran cómo se hizo el cálculo para tener esos valores, puesto que pareciera una suma de las calificaciones, o si necesitan entender cómo se saca esa calificación. Dichos valores no pueden superar el valor de 5,0.

ej 1

!image-20240605-180217.png|width=506,height=493,alt=""image-20240605-180217.png""!

!image-20240605-180308.png|width=886,height=366,alt=""image-20240605-180308.png""!

ej2

!image-20240605-180557.png|width=616,height=545,alt=""image-20240605-180557.png""!

!image-20240605-180633.png|width=946,height=289,alt=""image-20240605-180633.png""!"|""|"Estimados,

Haciendo revisión de los valores/números que sale como calificación en la columna de STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICAICON estos no coinciden con lo valores en siga. Sería aclaratorio que por favor nos informaran cómo se hizo el cálculo para tener esos valores, puesto que pareciera una suma de las calificaciones, o si necesitan entender cómo se saca esa calificación. Dichos valores no pueden superar el valor de 5,0.

ej 1

!image-20240605-180217.png|width=83.33333333333334%,alt=""image-20240605-180217.png""!

!image-20240605-180308.png|width=83.33333333333334%,alt=""image-20240605-180308.png""!

ej2

!image-20240605-180557.png|width=83.33333333333334%,alt=""image-20240605-180557.png""!

!image-20240605-180633.png|width=100%,alt=""image-20240605-180633.png""!"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-07-15T16:54:03.499-0500"|"jira"|"summary"|""|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICAICON"|""|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Consultor BM"|"2024-07-15T16:18:08.467-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Consultor BM"|"2024-07-15T16:17:57.409-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Consultor BM"|"2024-07-15T16:16:39.273-0500"|"custom"|"Minutos usadas"|""|""|""|"10"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:45:28.750-0500"|"custom"|"Tipo de Soporte"|""|""|"10573"|"SOPORTE BMIND"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:44:57.779-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:44:33.646-0500"|"custom"|"Temática de incidencia"|"10588"|"DDP - INVESTIGACION"|""|""
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Sebastián Alfonso Aguilar"|"2024-06-24T10:44:22.114-0500"|"custom"|"Temática de incidencia"|""|""|"10588"|"DDP - INVESTIGACION"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-06-06T08:07:02.658-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Automation for Jira"|"2024-06-06T08:06:43.477-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-06-06T08:06:41.443-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-06-05T13:06:46.794-0500"|"jira"|"description"|""|""|""|"Estimados,

Haciendo revisión de los valores/números que sale como calificación en la columna de STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICAICON estos no coinciden con lo valores en siga. Sería aclaratorio que por favor nos informaran cómo se hizo el cálculo para tener esos valores, puesto que pareciera una suma de las calificaciones, o si necesitan entender cómo se saca esa calificación. Dichos valores no pueden superar el valor de 5,0.

ej 1

!image-20240605-180217.png|width=506,height=493,alt=""image-20240605-180217.png""!

!image-20240605-180308.png|width=886,height=366,alt=""image-20240605-180308.png""!

ej2

!image-20240605-180557.png|width=616,height=545,alt=""image-20240605-180557.png""!

!image-20240605-180633.png|width=946,height=289,alt=""image-20240605-180633.png""!"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-06-05T13:06:43.177-0500"|"jira"|"assignee"|""|""|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:40:30.809-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-431"|"PROFESOR_360- Valores de calificación de la agenda académica en STR_AGENDA_ACADEMICA_ACT_DOCENTE_CALIFICACION"|"Colaborador Desarrollo Profesoral"|"2024-06-05T12:40:24.918-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-430"|"PROFESOR_360- Inconsistencias con el número de sesión del curso en STR_PLANES_FORMACION_DETALLE_FCT_PROFESOR_360"|"Sebastián Alfonso Aguilar"|"2024-09-02T12:19:44.462-0500"|"custom"|"Tipología de casos"|""|""|"10618"|"INCIDENTE"
